sample_id	cluster_label
SRR8908544	Cluster_Naive_Enriched
SRR8908545	Cluster_Naive_Enriched
SRR8908546	Cluster_Naive_Enriched
SRR8908547	Cluster_Naive_Enriched
SRR8908548	Cluster_DENV_Enriched
SRR8908549	Cluster_DENV_Enriched
SRR8908550	Cluster_DENV_Enriched
SRR8908551	Cluster_DENV_Enriched
SRR8908552	Cluster_Naive_Enriched
SRR8908553	Cluster_Naive_Enriched
SRR8908554	Cluster_Naive_Enriched
SRR8908555	Cluster_Naive_Enriched
SRR8908556	Cluster_Naive_Enriched
SRR8908557	Cluster_Naive_Enriched
SRR8908558	Cluster_Naive_Enriched
SRR8908559	Cluster_Naive_Enriched
SRR8908560	Cluster_DENV_Enriched
SRR8908561	Cluster_DENV_Enriched
SRR8908562	Cluster_DENV_Enriched
SRR8908563	Cluster_DENV_Enriched
SRR8908564	Cluster_Naive_Enriched
SRR8908565	Cluster_Naive_Enriched
SRR8908566	Cluster_Naive_Enriched
SRR8908567	Cluster_Naive_Enriched
SRR8908568	Cluster_Naive_Enriched
SRR8908569	Cluster_Naive_Enriched
SRR8908570	Cluster_Naive_Enriched
SRR8908571	Cluster_Naive_Enriched
SRR8908572	Cluster_DENV_Enriched
SRR8908573	Cluster_DENV_Enriched
SRR8908574	Cluster_DENV_Enriched
SRR8908575	Cluster_DENV_Enriched
SRR8908576	Cluster_Naive_Enriched
SRR8908577	Cluster_Naive_Enriched
SRR8908578	Cluster_Naive_Enriched
SRR8908579	Cluster_Naive_Enriched
SRR8908580	Cluster_Naive_Enriched
SRR8908581	Cluster_Naive_Enriched
SRR8908582	Cluster_Naive_Enriched
SRR8908583	Cluster_Naive_Enriched
SRR8908584	Cluster_DENV_Enriched
SRR8908585	Cluster_DENV_Enriched
SRR8908586	Cluster_DENV_Enriched
SRR8908587	Cluster_DENV_Enriched
SRR8908588	Cluster_Naive_Enriched
SRR8908589	Cluster_Naive_Enriched
SRR8908590	Cluster_Naive_Enriched
SRR8908591	Cluster_Naive_Enriched
SRR8908592	Cluster_Naive_Enriched
SRR8908593	Cluster_Naive_Enriched
SRR8908594	Cluster_Naive_Enriched
SRR8908595	Cluster_Naive_Enriched
SRR8908596	Cluster_DENV_Enriched
SRR8908597	Cluster_DENV_Enriched
SRR8908598	Cluster_DENV_Enriched
SRR8908599	Cluster_DENV_Enriched
SRR8908600	Cluster_DENV_Enriched
SRR8908601	Cluster_DENV_Enriched
SRR8908602	Cluster_DENV_Enriched
SRR8908603	Cluster_DENV_Enriched
SRR8908604	Cluster_Naive_Enriched
SRR8908605	Cluster_Naive_Enriched
SRR8908606	Cluster_Naive_Enriched
SRR8908607	Cluster_Naive_Enriched
SRR8908608	Cluster_Naive_Enriched
SRR8908609	Cluster_Naive_Enriched
SRR8908610	Cluster_Naive_Enriched
SRR8908611	Cluster_Naive_Enriched
SRR8908612	Cluster_DENV_Enriched
SRR8908613	Cluster_DENV_Enriched
SRR8908614	Cluster_DENV_Enriched
SRR8908615	Cluster_DENV_Enriched
SRR8908616	Cluster_Naive_Enriched
SRR8908617	Cluster_Naive_Enriched
SRR8908618	Cluster_Naive_Enriched
SRR8908619	Cluster_Naive_Enriched
SRR8908620	Cluster_Naive_Enriched
SRR8908621	Cluster_Naive_Enriched
SRR8908622	Cluster_Naive_Enriched
SRR8908623	Cluster_Naive_Enriched
SRR8908624	Cluster_DENV_Enriched
SRR8908625	Cluster_DENV_Enriched
SRR8908626	Cluster_DENV_Enriched
SRR8908627	Cluster_DENV_Enriched
SRR8908628	Cluster_Naive_Enriched
SRR8908629	Cluster_Naive_Enriched
SRR8908630	Cluster_Naive_Enriched
SRR8908631	Cluster_Naive_Enriched
SRR8908632	Cluster_Naive_Enriched
SRR8908633	Cluster_Naive_Enriched
SRR8908634	Cluster_Naive_Enriched
SRR8908635	Cluster_Naive_Enriched
SRR8908636	Cluster_DENV_Enriched
SRR8908637	Cluster_DENV_Enriched
SRR8908638	Cluster_DENV_Enriched
SRR8908639	Cluster_DENV_Enriched
SRR8908640	Cluster_Naive_Enriched
SRR8908641	Cluster_Naive_Enriched
SRR8908642	Cluster_Naive_Enriched
SRR8908643	Cluster_Naive_Enriched
SRR8908644	Cluster_Naive_Enriched
SRR8908645	Cluster_Naive_Enriched
SRR8908646	Cluster_Naive_Enriched
SRR8908647	Cluster_Naive_Enriched
SRR8908648	Cluster_DENV_Enriched
SRR8908649	Cluster_DENV_Enriched
SRR8908650	Cluster_DENV_Enriched
SRR8908651	Cluster_DENV_Enriched
SRR8908652	Cluster_Naive_Enriched
SRR8908653	Cluster_Naive_Enriched
SRR8908654	Cluster_Naive_Enriched
SRR8908655	Cluster_Naive_Enriched
SRR8908656	Cluster_Naive_Enriched
SRR8908657	Cluster_Naive_Enriched
SRR8908658	Cluster_Naive_Enriched
SRR8908659	Cluster_Naive_Enriched
SRR8908660	Cluster_DENV_Enriched
SRR8908661	Cluster_DENV_Enriched
SRR8908662	Cluster_DENV_Enriched
SRR8908663	Cluster_DENV_Enriched
SRR8908664	Cluster_Naive_Enriched
SRR8908665	Cluster_Naive_Enriched
SRR8908666	Cluster_Naive_Enriched
SRR8908667	Cluster_Naive_Enriched
SRR8908668	Cluster_Naive_Enriched
SRR8908669	Cluster_Naive_Enriched
SRR8908670	Cluster_Naive_Enriched
SRR8908671	Cluster_Naive_Enriched
SRR8908672	Cluster_DENV_Enriched
SRR8908673	Cluster_DENV_Enriched
SRR8908674	Cluster_Naive_Enriched
SRR8908675	Cluster_DENV_Enriched
SRR8908676	Cluster_Naive_Enriched
SRR8908677	Cluster_Naive_Enriched
SRR8908678	Cluster_Naive_Enriched
SRR8908679	Cluster_Naive_Enriched
SRR8908680	Cluster_Naive_Enriched
SRR8908681	Cluster_Naive_Enriched
SRR8908682	Cluster_Naive_Enriched
SRR8908683	Cluster_Naive_Enriched
SRR8908684	Cluster_DENV_Enriched
SRR8908685	Cluster_DENV_Enriched
SRR8908686	Cluster_Naive_Enriched
SRR8908687	Cluster_Naive_Enriched
SRR8908688	Cluster_Naive_Enriched
SRR8908689	Cluster_Naive_Enriched
SRR8908690	Cluster_Naive_Enriched
SRR8908691	Cluster_Naive_Enriched
SRR8908692	Cluster_Naive_Enriched
SRR8908693	Cluster_Naive_Enriched
SRR8908694	Cluster_Naive_Enriched
SRR8908695	Cluster_Naive_Enriched
SRR8908696	Cluster_DENV_Enriched
SRR8908697	Cluster_DENV_Enriched
SRR8908698	Cluster_DENV_Enriched
SRR8908699	Cluster_DENV_Enriched
SRR8908700	Cluster_Naive_Enriched
SRR8908701	Cluster_Naive_Enriched
SRR8908702	Cluster_Naive_Enriched
SRR8908703	Cluster_Naive_Enriched
SRR8908704	Cluster_Naive_Enriched
SRR8908705	Cluster_Naive_Enriched
SRR8908706	Cluster_Naive_Enriched
SRR8908707	Cluster_Naive_Enriched
SRR8908708	Cluster_DENV_Enriched
SRR8908709	Cluster_DENV_Enriched
SRR8908710	Cluster_DENV_Enriched
SRR8908711	Cluster_DENV_Enriched
SRR8908712	Cluster_Naive_Enriched
SRR8908713	Cluster_Naive_Enriched
SRR8908714	Cluster_Naive_Enriched
SRR8908715	Cluster_Naive_Enriched
SRR8908716	Cluster_Naive_Enriched
SRR8908717	Cluster_Naive_Enriched
SRR8908718	Cluster_Naive_Enriched
SRR8908719	Cluster_Naive_Enriched
SRR8908720	Cluster_DENV_Enriched
SRR8908721	Cluster_DENV_Enriched
SRR8908722	Cluster_DENV_Enriched
SRR8908723	Cluster_DENV_Enriched
SRR8908724	Cluster_Naive_Enriched
SRR8908725	Cluster_Naive_Enriched
SRR8908726	Cluster_Naive_Enriched
SRR8908727	Cluster_Naive_Enriched
SRR8908728	Cluster_Naive_Enriched
SRR8908729	Cluster_Naive_Enriched
SRR8908730	Cluster_Naive_Enriched
SRR8908731	Cluster_Naive_Enriched
SRR8908732	Cluster_DENV_Enriched
SRR8908733	Cluster_DENV_Enriched
SRR8908734	Cluster_DENV_Enriched
SRR8908735	Cluster_DENV_Enriched
SRR8908736	Cluster_DENV_Enriched
SRR8908737	Cluster_DENV_Enriched
SRR8908738	Cluster_DENV_Enriched
SRR8908739	Cluster_DENV_Enriched
SRR8908740	Cluster_Naive_Enriched
SRR8908741	Cluster_Naive_Enriched
SRR8908742	Cluster_Naive_Enriched
SRR8908743	Cluster_Naive_Enriched
SRR8908744	Cluster_Naive_Enriched
SRR8908745	Cluster_Naive_Enriched
SRR8908746	Cluster_Naive_Enriched
SRR8908747	Cluster_Naive_Enriched
SRR8908748	Cluster_DENV_Enriched
SRR8908749	Cluster_DENV_Enriched
SRR8908750	Cluster_DENV_Enriched
SRR8908751	Cluster_DENV_Enriched
SRR8908752	Cluster_Naive_Enriched
SRR8908753	Cluster_Naive_Enriched
SRR8908754	Cluster_Naive_Enriched
SRR8908755	Cluster_Naive_Enriched
SRR8908756	Cluster_Naive_Enriched
SRR8908757	Cluster_Naive_Enriched
SRR8908758	Cluster_Naive_Enriched
SRR8908759	Cluster_Naive_Enriched
SRR8908760	Cluster_DENV_Enriched
SRR8908761	Cluster_DENV_Enriched
SRR8908762	Cluster_DENV_Enriched
SRR8908763	Cluster_DENV_Enriched
SRR8908764	Cluster_Naive_Enriched
SRR8908765	Cluster_Naive_Enriched
SRR8908766	Cluster_Naive_Enriched
SRR8908767	Cluster_Naive_Enriched
SRR8908768	Cluster_Naive_Enriched
SRR8908769	Cluster_Naive_Enriched
SRR8908770	Cluster_Naive_Enriched
SRR8908771	Cluster_Naive_Enriched
SRR8908772	Cluster_DENV_Enriched
SRR8908773	Cluster_DENV_Enriched
SRR8908774	Cluster_DENV_Enriched
SRR8908775	Cluster_DENV_Enriched
SRR8908776	Cluster_Naive_Enriched
SRR8908777	Cluster_Naive_Enriched
SRR8908778	Cluster_Naive_Enriched
SRR8908779	Cluster_Naive_Enriched
SRR8908780	Cluster_Naive_Enriched
SRR8908781	Cluster_Naive_Enriched
SRR8908782	Cluster_Naive_Enriched
SRR8908783	Cluster_Naive_Enriched
SRR8908784	Cluster_DENV_Enriched
SRR8908785	Cluster_DENV_Enriched
SRR8908786	Cluster_DENV_Enriched
SRR8908787	Cluster_DENV_Enriched
SRR8908788	Cluster_Naive_Enriched
SRR8908789	Cluster_Naive_Enriched
SRR8908790	Cluster_Naive_Enriched
SRR8908791	Cluster_Naive_Enriched
SRR8908792	Cluster_Naive_Enriched
SRR8908793	Cluster_Naive_Enriched
SRR8908794	Cluster_Naive_Enriched
SRR8908795	Cluster_Naive_Enriched
SRR8908796	Cluster_DENV_Enriched
SRR8908797	Cluster_DENV_Enriched
SRR8908798	Cluster_DENV_Enriched
SRR8908799	Cluster_DENV_Enriched
SRR8908800	Cluster_Naive_Enriched
SRR8908801	Cluster_Naive_Enriched
SRR8908802	Cluster_Naive_Enriched
SRR8908803	Cluster_Naive_Enriched
SRR8908804	Cluster_Naive_Enriched
SRR8908805	Cluster_Naive_Enriched
SRR8908806	Cluster_Naive_Enriched
SRR8908807	Cluster_Naive_Enriched
SRR8908808	Cluster_DENV_Enriched
SRR8908809	Cluster_DENV_Enriched
SRR8908810	Cluster_DENV_Enriched
SRR8908811	Cluster_DENV_Enriched
SRR8908812	Cluster_Naive_Enriched
SRR8908813	Cluster_Naive_Enriched
SRR8908814	Cluster_Naive_Enriched
SRR8908815	Cluster_Naive_Enriched
SRR8908816	Cluster_Naive_Enriched
SRR8908817	Cluster_Naive_Enriched
SRR8908818	Cluster_Naive_Enriched
SRR8908819	Cluster_Naive_Enriched
SRR8908820	Cluster_DENV_Enriched
SRR8908821	Cluster_DENV_Enriched
SRR8908822	Cluster_DENV_Enriched
SRR8908823	Cluster_DENV_Enriched
SRR8908824	Cluster_Naive_Enriched
SRR8908825	Cluster_Naive_Enriched
SRR8908826	Cluster_Naive_Enriched
SRR8908827	Cluster_Naive_Enriched
SRR8908828	Cluster_Naive_Enriched
SRR8908829	Cluster_Naive_Enriched
SRR8908830	Cluster_Naive_Enriched
SRR8908831	Cluster_Naive_Enriched
SRR8908832	Cluster_Naive_Enriched
SRR8908833	Cluster_Naive_Enriched
SRR8908834	Cluster_DENV_Enriched
SRR8908835	Cluster_DENV_Enriched
SRR8908836	Cluster_Naive_Enriched
SRR8908837	Cluster_Naive_Enriched
SRR8908838	Cluster_Naive_Enriched
SRR8908839	Cluster_Naive_Enriched
SRR8908840	Cluster_Naive_Enriched
SRR8908841	Cluster_Naive_Enriched
SRR8908842	Cluster_Naive_Enriched
SRR8908843	Cluster_Naive_Enriched
SRR8908844	Cluster_DENV_Enriched
SRR8908845	Cluster_DENV_Enriched
SRR8908846	Cluster_DENV_Enriched
SRR8908847	Cluster_DENV_Enriched
SRR8908848	Cluster_Naive_Enriched
SRR8908849	Cluster_Naive_Enriched
SRR8908850	Cluster_Naive_Enriched
SRR8908851	Cluster_Naive_Enriched
SRR8908852	Cluster_Naive_Enriched
SRR8908853	Cluster_Naive_Enriched
SRR8908854	Cluster_Naive_Enriched
SRR8908855	Cluster_Naive_Enriched
SRR8908856	Cluster_DENV_Enriched
SRR8908857	Cluster_DENV_Enriched
SRR8908858	Cluster_DENV_Enriched
SRR8908859	Cluster_DENV_Enriched
SRR8908860	Cluster_Naive_Enriched
SRR8908861	Cluster_Naive_Enriched
SRR8908862	Cluster_Naive_Enriched
SRR8908863	Cluster_Naive_Enriched
SRR8908864	Cluster_Naive_Enriched
SRR8908865	Cluster_Naive_Enriched
SRR8908866	Cluster_Naive_Enriched
SRR8908867	Cluster_Naive_Enriched
SRR8908868	Cluster_DENV_Enriched
SRR8908869	Cluster_DENV_Enriched
SRR8908870	Cluster_Naive_Enriched
SRR8908871	Cluster_Naive_Enriched
SRR8908872	Cluster_Naive_Enriched
SRR8908873	Cluster_Naive_Enriched
SRR8908874	Cluster_Naive_Enriched
SRR8908875	Cluster_Naive_Enriched
SRR8908876	Cluster_Naive_Enriched
SRR8908877	Cluster_Naive_Enriched
SRR8908878	Cluster_Naive_Enriched
SRR8908879	Cluster_Naive_Enriched
SRR8908880	Cluster_DENV_Enriched
SRR8908881	Cluster_DENV_Enriched
SRR8908882	Cluster_DENV_Enriched
SRR8908883	Cluster_DENV_Enriched
SRR8908884	Cluster_Naive_Enriched
SRR8908885	Cluster_Naive_Enriched
SRR8908886	Cluster_Naive_Enriched
SRR8908887	Cluster_Naive_Enriched
SRR8908888	Cluster_Naive_Enriched
SRR8908889	Cluster_Naive_Enriched
SRR8908890	Cluster_Naive_Enriched
SRR8908891	Cluster_Naive_Enriched
SRR8908892	Cluster_DENV_Enriched
SRR8908893	Cluster_DENV_Enriched
SRR8908894	Cluster_DENV_Enriched
SRR8908895	Cluster_DENV_Enriched
SRR8908896	Cluster_Naive_Enriched
SRR8908897	Cluster_Naive_Enriched
SRR8908898	Cluster_DENV_Enriched
SRR8908899	Cluster_DENV_Enriched
