GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	sig
ENSG00000284734	2.4393675645107575	0.028998993803615005	0.13195666812902135	0.21976148848545554	0.8260569141359785	1	FALSE
ENSG00000284735	0.7361811956269048	-0.06345804894133034	0.2424967299786184	-0.26168620478686705	0.7935633770024612	1	FALSE
ENSG00000284736	0.20594934929554412	-0.11864837552001092	0.41846784376905816	-0.2835304487230564	0.7767702441439217	1	FALSE
ENSG00000284738	0.7659781978150563	-0.2530495979106502	0.23715745861781057	-1.0670109191819706	0.28596690524907703	1	FALSE
ENSG00000284744	0.2108219679610955	-0.032875093351188836	0.39331067929284874	-0.08358555991995048	0.9333859482702335	1	FALSE
ENSG00000284747	1.5783981008342125	0.11809229193857927	0.16460754277993772	0.7174172577040151	0.47311667419613146	1	FALSE
ENSG00000284748	0.40189414159999937	-0.008038303505440852	0.29756658388446344	-0.027013461661279464	0.9784489970970108	1	FALSE
ENSG00000284753	0.9173811835509464	-0.2567311367637599	0.2172038350203655	-1.181982522268487	0.2372126358825148	1	FALSE
ENSG00000284770	3.8454637041495756	0.06289937185403273	0.10519567194275464	0.597927373744628	0.5498883938638499	1	FALSE
ENSG00000284772	0.1102249745637725	-0.13106718773303774	0.8027860672259471	-0.16326539919401514	0.8703094757691281	1	FALSE
ENSG00000284773	1.6666715645927779	0.10713024467850471	0.1600120779800915	0.6695134894244278	0.503167978707878	1	FALSE
ENSG00000284776	0.21044700801183494	-0.03287549265725784	0.7718365879424066	-0.04259385104416812	0.9660252971995179	1	FALSE
ENSG00000284791	0.6353758856786711	0.07601615359374227	0.26148788424547686	0.29070621689829657	0.7712760164611758	1	FALSE
ENSG00000284800	0.1050260688889266	-0.04356132447361046	0.8796686912688243	-0.04952014878553662	0.9605047804879935	1	FALSE
ENSG00000284808	0.5291222938365355	-0.08313874154828353	0.2857398789333529	-0.2909595323503134	0.7710822696281544	1	FALSE
ENSG00000284809	0.8041076308281052	0.07824289555752881	0.23316397464098265	0.33557025984826494	0.7371949539728557	1	FALSE
ENSG00000284820	0.48656151943641285	-0.2802546375958562	0.3280069833118896	-0.8544166796881045	0.3928741573109179	1	FALSE
ENSG00000284823	0.3618625293757136	0.28769175851304885	0.29918834518665055	0.9615740824849661	0.33626359562737423	1	FALSE
ENSG00000284824	0.32469859713889077	0.49591573093086183	0.3285448638983292	1.5094307822883113	0.1311887315586012	1	FALSE
ENSG00000284825	0.6637757460375532	-0.061491819996630004	0.25479178474655445	-0.241341454779623	0.8092904839801731	1	FALSE
ENSG00000284826	0.06038642375128905	0.10863401410197361	1.3847802166337735	0.07844856013761464	0.9374712471145774	1	FALSE
ENSG00000284829	0.22620321277380143	0.16668490795935573	0.41698390613769903	0.39973942760350084	0.6893484488454815	1	FALSE
ENSG00000284830	1.053252778958349	0.06739563907512214	0.20160195307714773	0.3343005265893015	0.7381527931151793	1	FALSE
ENSG00000284837	0.1750913540616284	0.002069484930014228	0.4812451726985255	0.004300271560979688	0.9965688902891099	1	FALSE
ENSG00000284839	1.4570021676666298	0.11476279758401217	0.17133955826015354	0.6697974405289524	0.5029869254046675	1	FALSE
ENSG00000284848	2.0315124511273983	0.009017660522507982	0.14456487341441657	0.06237795053199075	0.9502618536857359	1	FALSE
ENSG00000284862	2.722975009732524	0.011970507229176563	0.12485409682271988	0.09587596669874171	0.9236190824278008	1	FALSE
ENSG00000284873	1.5359702259993349	-0.02694356039861643	0.1663312456619567	-0.1619873661823899	0.8713158027979869	1	FALSE
